,logFC,logCPM,F,PValue,FDR,geneName,fullGeneName
ENSG00000265972,-1.50193292890892,4.98809067596379,384.118357572563,7.15388397628863e-15,1.06707991218733e-12,TXNIP,thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]
ENSG00000119938,-1.26697576749432,4.09408272429278,218.049307735009,1.74824026769689e-12,1.62049385385018e-10,PPP1R3C,protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]
ENSG00000064195,-1.55406948072262,1.63212587087701,80.8980945025992,1.3197872207804e-08,5.31890644846809e-07,DLX3,distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]
ENSG00000203883,-1.47988613764824,1.93052584780472,80.8245794753271,1.329847831538e-08,5.3428592290615e-07,SOX18,SRY-box 18 [Source:HGNC Symbol;Acc:HGNC:11194]
ENSG00000180884,-1.75693495028515,1.12278832545433,73.3445827900721,2.9694780315316e-08,1.07041434486626e-06,ZNF792,zinc finger protein 792 [Source:HGNC Symbol;Acc:HGNC:24751]
ENSG00000180739,-1.0717732430009,2.74796354377567,67.398081546163,5.89851074038908e-08,1.96773711768712e-06,S1PR5,sphingosine-1-phosphate receptor 5 [Source:HGNC Symbol;Acc:HGNC:14299]
ENSG00000115507,-1.26835976716087,1.96466226566466,61.2619794345087,1.26051913537961e-07,3.82190579902364e-06,OTX1,orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521]
ENSG00000179023,-1.79213635441281,0.404228566024511,38.405083051148,3.9841637813273e-06,7.51489729509948e-05,KLHDC7A,kelch domain containing 7A [Source:HGNC Symbol;Acc:HGNC:26791]
ENSG00000275793,-2.20160328368784,-0.0551655796719423,36.8778800428681,5.26013805816472e-06,9.36362298776455e-05,RIMBP3,RIMS binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29344]
ENSG00000165655,-1.01846676341047,2.01284979357884,34.8987147189557,7.62753935515341e-06,0.000128480132883037,ZNF503,zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589]
ENSG00000168269,-1.56309529060252,0.637299474574145,31.7705483370676,1.4126179088461e-05,0.000215919229718443,FOXI1,forkhead box I1 [Source:HGNC Symbol;Acc:HGNC:3815]
ENSG00000187801,-1.19379498055273,0.672872331117196,26.9658333395429,3.93853835244869e-05,0.000513156748993239,ZFP69B,ZFP69 zinc finger protein B [Source:HGNC Symbol;Acc:HGNC:28053]
ENSG00000196544,-1.06505077845292,1.34164537918953,26.8611838728629,4.03227474201396e-05,0.000521703183719992,BORCS6,BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939]
ENSG00000178150,-1.00116648013797,1.15444033375278,23.9661745812472,7.9055812283629e-05,0.000915988639289869,ZNF114,zinc finger protein 114 [Source:HGNC Symbol;Acc:HGNC:12894]
ENSG00000158691,-1.0599496374227,1.37752691207801,22.8680765847438,0.000103304141951132,0.00113912227443267,ZSCAN12,zinc finger and SCAN domain containing 12 [Source:HGNC Symbol;Acc:HGNC:13172]
ENSG00000197757,-1.24584783000999,0.659514414163209,21.214009951396,0.000156726651963867,0.00161930076634961,HOXC6,homeobox C6 [Source:HGNC Symbol;Acc:HGNC:5128]
ENSG00000165821,-1.01339343937843,0.579723080134897,16.9469090043311,0.000501286582622215,0.00426252902518712,SALL2,spalt like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10526]
ENSG00000187808,-1.30998288578996,0.0241341855011686,16.4508402300142,0.000579157645750431,0.00475436183875882,SOWAHD,sosondowah ankyrin repeat domain family member D [Source:HGNC Symbol;Acc:HGNC:32960]
ENSG00000203952,-1.42974614533518,-0.419754781660723,14.1546496489361,0.00116319982461296,0.00832589306343206,CCDC160,coiled-coil domain containing 160 [Source:HGNC Symbol;Acc:HGNC:37286]
ENSG00000163632,-1.03463001400457,0.25521164535305,13.8551201855109,0.00127878364524612,0.00897661884413787,C3orf49,chromosome 3 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:25190]
ENSG00000164056,-1.26569777196439,-0.265295535700391,12.7140502166921,0.00185059377521881,0.0121476159626045,SPRY1,sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]
ENSG00000173546,-1.15958808248141,-0.333567408760504,11.6975310342801,0.00260419705843132,0.0159408798241808,CSPG4,chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466]
ENSG00000234409,-1.71206355891789,-1.29219265575203,11.4008416523555,0.00288399147011581,0.0172547521012876,CCDC188,coiled-coil domain containing 188 [Source:HGNC Symbol;Acc:HGNC:51899]
ENSG00000175906,-1.02279117670946,0.355511295827885,11.3016562575863,0.00298481318889706,0.0177841693077673,ARL4D,ADP ribosylation factor like GTPase 4D [Source:HGNC Symbol;Acc:HGNC:656]
ENSG00000132481,-1.07111477287926,-0.0202321006414403,11.1992823892376,0.00309297858431795,0.018276815159597,TRIM47,tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSG00000137843,-1.44757726910964,-1.04274666078796,9.79666401344311,0.00510847176321957,0.0269482268582522,PAK6,p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]
ENSG00000123405,-1.08071958274211,-0.376860898368957,9.23647666836948,0.00629088156702454,0.0317575844418704,NFE2,nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]
ENSG00000106006,-1.33751927699367,-1.02066302998545,8.79501099901524,0.00743776714566667,0.0360822071960061,HOXA6,homeobox A6 [Source:HGNC Symbol;Acc:HGNC:5107]
ENSG00000171488,-1.0707797907661,-0.698215118971045,8.3334064682204,0.00889106718366515,0.041367663147884,LRRC8C,leucine rich repeat containing 8 family member C [Source:HGNC Symbol;Acc:HGNC:25075]
ENSG00000168917,-1.03552108666121,-0.662839131938742,7.97971281737079,0.0102189143361294,0.0459497059389992,SLC35G2,solute carrier family 35 member G2 [Source:HGNC Symbol;Acc:HGNC:28480]
