"","GO.ID","Term","Annotated","Significant","Expected","fisher","elim","FDR_fisher","FDR_elim"
"1","GO:0001077","transcriptional activator activity, RNA ...",255,14,1.45,"1.7e-10","1.7e-10",5.1e-09,5.1e-09
"2","GO:0008330","protein tyrosine/threonine phosphatase a...",3,3,0.02,"1.8e-07","1.8e-07",1.08e-06,2.7e-06
"3","GO:0000978","RNA polymerase II core promoter proximal...",330,12,1.87,"3.5e-07","3.5e-07",1.75e-06,3.5e-06
"4","GO:0017017","MAP kinase tyrosine/serine/threonine pho...",13,4,0.07,"6.7e-07","6.7e-07",2.87142857142857e-06,5.025e-06
"5","GO:0008134","transcription factor binding",507,17,2.88,"3.2e-09","4.5e-06",4.8e-08,2.7e-05
"6","GO:0070888","E-box binding",35,4,0.2,"4.4e-05","4.4e-05",0.000165,0.00022
"7","GO:0071889","14-3-3 protein binding",23,3,0.13,"0.00029","0.00029",0.000966666666666667,0.00124285714285714
"8","GO:0055056","D-glucose transmembrane transporter acti...",9,2,0.05,"0.00112","0.00112",0.00336,0.0042
"9","GO:0001102","RNA polymerase II activating transcripti...",38,3,0.22,"0.00129","0.00129",0.00351818181818182,0.0043
"10","GO:0035259","glucocorticoid receptor binding",11,2,0.06,"0.00169","0.00169",0.004225,0.00507
"11","GO:0008083","growth factor activity",159,5,0.9,"0.00211","0.00211",0.00486923076923077,0.00575454545454545
"12","GO:0004879","RNA polymerase II transcription factor a...",48,3,0.27,"0.00254","0.00254",0.00544285714285714,0.00635
"13","GO:0046982","protein heterodimerization activity",423,8,2.4,"0.00276","0.00276",0.00552,0.00636923076923077
"14","GO:0071837","HMG box domain binding",17,2,0.1,"0.00409","0.00409",0.00654230769230769,0.00654230769230769
"15","GO:0043565","sequence-specific DNA binding",956,21,5.42,"6.4e-08","0.00418",4.8e-07,0.00654230769230769
"16","GO:0003707","steroid hormone receptor activity",59,3,0.33,"0.00456","0.00456",0.00654230769230769,0.00654230769230769
"17","GO:0008157","protein phosphatase 1 binding",18,2,0.1,"0.00459","0.00459",0.00654230769230769,0.00654230769230769
"18","GO:0003700","transcription factor activity, sequence-...",1198,25,6.79,"7.3e-09","0.00473",7.3e-08,0.00654230769230769
"19","GO:0003682","chromatin binding",471,8,2.67,"0.00527","0.00527",0.00654230769230769,0.00654230769230769
"20","GO:0004747","ribokinase activity",1,1,0.01,"0.00567","0.00567",0.00654230769230769,0.00654230769230769
"21","GO:0005252","open rectifier potassium channel activit...",1,1,0.01,"0.00567","0.00567",0.00654230769230769,0.00654230769230769
"22","GO:0008403","25-hydroxycholecalciferol-24-hydroxylase...",1,1,0.01,"0.00567","0.00567",0.00654230769230769,0.00654230769230769
"23","GO:0016711","flavonoid 3'-monooxygenase activity",1,1,0.01,"0.00567","0.00567",0.00654230769230769,0.00654230769230769
"24","GO:0030342","1-alpha,25-dihydroxyvitamin D3 24-hydrox...",1,1,0.01,"0.00567","0.00567",0.00654230769230769,0.00654230769230769
"25","GO:0045517","interleukin-20 receptor binding",1,1,0.01,"0.00567","0.00567",0.00654230769230769,0.00654230769230769
"26","GO:1990439","MAP kinase threonine phosphatase activit...",1,1,0.01,"0.00567","0.00567",0.00654230769230769,0.00654230769230769
"27","GO:0070412","R-SMAD binding",21,2,0.12,"0.00623","0.00623",0.00692222222222222,0.00692222222222222
"28","GO:0001076","transcription factor activity, RNA polym...",142,4,0.81,"0.00868","0.00868",0.00907241379310345,0.00907241379310345
"29","GO:0001221","transcription cofactor binding",25,2,0.14,"0.00877","0.00877",0.00907241379310345,0.00907241379310345
"30","GO:0035035","histone acetyltransferase binding",26,2,0.15,"0.00946","0.00946",0.00946,0.00946
