"","GO.ID","Term","Annotated","Significant","Expected","fisher","elim","FDR_fisher","FDR_elim"
"1","GO:0005160","transforming growth factor beta receptor...",49,1,0,"0.003","0.003",0.09,0.09
"2","GO:0005525","GTP binding",366,1,0.02,"0.022","0.022",0.144,0.18
"3","GO:0032561","guanyl ribonucleotide binding",385,1,0.02,"0.023","0.023",0.144,0.18
"4","GO:0019001","guanyl nucleotide binding",386,1,0.02,"0.024","0.024",0.144,0.18
"5","GO:0035639","purine ribonucleoside triphosphate bindi...",1780,1,0.11,"0.109","0.109",0.24,0.28
"6","GO:0032550","purine ribonucleoside binding",1789,1,0.11,"0.109","0.109",0.24,0.28
"7","GO:0001883","purine nucleoside binding",1792,1,0.11,"0.109","0.109",0.24,0.28
"8","GO:0032549","ribonucleoside binding",1792,1,0.11,"0.109","0.109",0.24,0.28
"9","GO:0001882","nucleoside binding",1799,1,0.11,"0.110","0.110",0.24,0.28
"10","GO:0032555","purine ribonucleotide binding",1823,1,0.11,"0.111","0.111",0.24,0.28
"11","GO:0017076","purine nucleotide binding",1836,1,0.11,"0.112","0.112",0.24,0.28
"12","GO:0032553","ribonucleotide binding",1840,1,0.11,"0.112","0.112",0.24,0.28
"13","GO:0097367","carbohydrate derivative binding",2161,1,0.13,"0.132","0.132",0.248823529411765,0.282
"14","GO:0000166","nucleotide binding",2304,1,0.14,"0.140","0.140",0.248823529411765,0.282
"15","GO:1901265","nucleoside phosphate binding",2305,1,0.14,"0.141","0.141",0.248823529411765,0.282
"16","GO:0036094","small molecule binding",2482,1,0.15,"0.151","0.151",0.251666666666667,0.283125
"17","GO:1901363","heterocyclic compound binding",5665,1,0.35,"0.345","0.345",0.5265,0.585
"18","GO:0097159","organic cyclic compound binding",5749,1,0.35,"0.351","0.351",0.5265,0.585
"19","GO:0003674","molecular_function",16397,1,1,"1.000","1.000",1,1
"20","GO:0005102","receptor binding",1409,1,0.09,"0.086","1.000",0.24,1
"21","GO:0005126","cytokine receptor binding",262,1,0.02,"0.016","1.000",0.144,1
"22","GO:0005488","binding",13824,1,0.84,"0.843","1.000",1,1
"23","GO:0005515","protein binding",10620,1,0.65,"0.648","1.000",0.925714285714286,1
"24","GO:0000009","alpha-1,6-mannosyltransferase activity",1,0,0,"1.000","1.000",1,1
"25","GO:0000010","trans-hexaprenyltranstransferase activit...",2,0,0,"1.000","1.000",1,1
"26","GO:0000014","single-stranded DNA endodeoxyribonucleas...",8,0,0,"1.000","1.000",1,1
"27","GO:0000016","lactase activity",1,0,0,"1.000","1.000",1,1
"28","GO:0000026","alpha-1,2-mannosyltransferase activity",3,0,0,"1.000","1.000",1,1
"29","GO:0000030","mannosyltransferase activity",23,0,0,"1.000","1.000",1,1
"30","GO:0000033","alpha-1,3-mannosyltransferase activity",3,0,0,"1.000","1.000",1,1
