"","logFC","logCPM","F","PValue","FDR","geneName","fullGeneName"
"ENSG00000265972",-1.49437741069114,4.99377527398319,394.338256512911,4.72082757097252e-15,7.06224952140314e-13,"TXNIP","thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]"
"ENSG00000119938",-1.26758303044584,4.08917285745456,218.926187935128,1.49579173810594e-12,1.37096686418654e-10,"PPP1R3C","protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]"
"ENSG00000203883",-1.47324169309534,1.92361162172088,82.7798399966225,1.02213506187031e-08,4.15721494695066e-07,"SOX18","SRY-box 18 [Source:HGNC Symbol;Acc:HGNC:11194]"
"ENSG00000064195",-1.54063523310769,1.62408955878704,81.3244454178811,1.18687858187309e-08,4.79727476493114e-07,"DLX3","distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]"
"ENSG00000180884",-1.73207811651935,1.11517837127392,70.3785951344043,3.93356404932647e-08,1.34543114696025e-06,"ZNF792","zinc finger protein 792 [Source:HGNC Symbol;Acc:HGNC:24751]"
"ENSG00000180739",-1.05373236885631,2.7575230473374,67.365349627976,5.61304491124186e-08,1.81725819701027e-06,"S1PR5","sphingosine-1-phosphate receptor 5 [Source:HGNC Symbol;Acc:HGNC:14299]"
"ENSG00000115507",-1.27995910961825,1.97918149041245,62.8201388071151,9.83018644804296e-08,2.96157121808516e-06,"OTX1","orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521]"
"ENSG00000179023",-1.76271390961118,0.445233481094102,41.41027425488,2.27543175044111e-06,4.52824835351546e-05,"KLHDC7A","kelch domain containing 7A [Source:HGNC Symbol;Acc:HGNC:26791]"
"ENSG00000275793",-2.17385048419173,-0.0878901124334679,35.8090094524967,6.23034133470795e-06,0.000105583193321906,"RIMBP3","RIMS binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29344]"
"ENSG00000165655",-1.02735496775601,2.00437325166883,35.719689246028,6.3364256764916e-06,0.000107102052181218,"ZNF503","zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589]"
"ENSG00000168269",-1.60166778033555,0.65335255851719,33.8521139237304,9.07753082266817e-06,0.000146315307355763,"FOXI1","forkhead box I1 [Source:HGNC Symbol;Acc:HGNC:3815]"
"ENSG00000187801",-1.15776948280586,0.681442456706057,26.3173640363077,4.46445206521339e-05,0.000561399455350263,"ZFP69B","ZFP69 zinc finger protein B [Source:HGNC Symbol;Acc:HGNC:28053]"
"ENSG00000178150",-1.02651804921837,1.15621963068484,25.8827996848135,4.93329207597159e-05,0.000610330763961694,"ZNF114","zinc finger protein 114 [Source:HGNC Symbol;Acc:HGNC:12894]"
"ENSG00000196544",-1.00667129495813,1.3434718179959,23.826262423316,8.02269473166945e-05,0.00091834100204642,"BORCS6","BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939]"
"ENSG00000158691",-1.04902135692198,1.36998676859115,22.4725919642799,0.000111950827780737,0.00121664902499016,"ZSCAN12","zinc finger and SCAN domain containing 12 [Source:HGNC Symbol;Acc:HGNC:13172]"
"ENSG00000197757",-1.22377480007438,0.65466687387001,21.2380653923366,0.000153200542075601,0.00156562126523404,"HOXC6","homeobox C6 [Source:HGNC Symbol;Acc:HGNC:5128]"
"ENSG00000165821",-1.00819346685887,0.561752978401987,16.9687095921021,0.000491927898155336,0.00408318979240542,"SALL2","spalt like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10526]"
"ENSG00000187808",-1.31551663736335,0.013210432632858,16.8027207077672,0.000516223771951991,0.00424693577241161,"SOWAHD","sosondowah ankyrin repeat domain family member D [Source:HGNC Symbol;Acc:HGNC:32960]"
"ENSG00000184507",-2.12077076510941,-1.32465376824557,15.5179486308414,0.000755800041987174,0.00577951677230497,"NUTM1","NUT midline carcinoma family member 1 [Source:HGNC Symbol;Acc:HGNC:29919]"
"ENSG00000203952",-1.42480777818408,-0.437594735107754,13.9649786597751,0.00122300643722675,0.00860401555703038,"CCDC160","coiled-coil domain containing 160 [Source:HGNC Symbol;Acc:HGNC:37286]"
"ENSG00000132481",-1.1468146073049,0.0131228200660073,13.3952105024033,0.00146809635793839,0.00989737965420197,"TRIM47","tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]"
"ENSG00000164056",-1.20699792441675,-0.271485272266633,11.9269541764428,0.00238946160130548,0.0145936607332877,"SPRY1","sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]"
"ENSG00000234409",-1.7288648509375,-1.29780305371941,11.7598269976678,0.00252969950477333,0.0152426106734375,"CCDC188","coiled-coil domain containing 188 [Source:HGNC Symbol;Acc:HGNC:51899]"
"ENSG00000173546",-1.09545777732564,-0.29787592444536,10.9739155467311,0.00332323631422365,0.0189128987122534,"CSPG4","chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466]"
"ENSG00000137843",-1.45709521630153,-1.05263328400096,10.0722259762828,0.00459023580802742,0.0242853329436898,"PAK6","p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]"
"ENSG00000106006",-1.38406744945599,-1.00879010649235,9.8140599091187,0.00504544837571834,0.0261932631072893,"HOXA6","homeobox A6 [Source:HGNC Symbol;Acc:HGNC:5107]"
"ENSG00000123405",-1.10070533010689,-0.380771030187858,9.68733290854303,0.00528701387566302,0.0271656082083514,"NFE2","nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]"
"ENSG00000171488",-1.04350134946944,-0.730770677541688,7.76903666852678,0.0110659612852652,0.0483949886181877,"LRRC8C","leucine rich repeat containing 8 family member C [Source:HGNC Symbol;Acc:HGNC:25075]"
