"","logFC","logCPM","F","PValue","FDR","geneName","fullGeneName"
"ENSG00000119938",-1.51815734546323,4.01522166842597,337.935290520267,1.81674977483627e-13,4.53907943743707e-11,"PPP1R3C","protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]"
"ENSG00000132825",-1.09340933029391,4.89975630811156,254.439898520979,2.24191150897563e-12,4.93676513976463e-10,"PPP1R3D","protein phosphatase 1 regulatory subunit 3D [Source:HGNC Symbol;Acc:HGNC:9294]"
"ENSG00000265972",-1.01291334139245,5.13421591236895,212.384503673656,1.0844563811209e-11,2.07194960345922e-09,"TXNIP","thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]"
"ENSG00000168209",-1.24506858725328,4.55013443932981,131.511067516545,6.32886680908939e-10,7.54354473244856e-08,"DDIT4","DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]"
"ENSG00000115507",-1.09482068876464,2.02177534121351,55.142115853436,5.33212992900927e-07,3.42945703156873e-05,"OTX1","orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521]"
"ENSG00000064195",-1.08954423837733,1.73211743467375,39.81425392525,4.9275060593322e-06,0.00023028114648505,"DLX3","distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]"
"ENSG00000168269",-1.5154362258863,0.652804838644256,39.647580504107,5.06410396603351e-06,0.000234419396371381,"FOXI1","forkhead box I1 [Source:HGNC Symbol;Acc:HGNC:3815]"
"ENSG00000275793",-1.64420629878016,-0.0152782003053416,29.9626144772464,2.90019087508412e-05,0.00101362757707654,"RIMBP3","RIMS binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29344]"
"ENSG00000166333",-1.09223021330396,0.21102236811187,15.8550984374961,0.000813567859311652,0.0143029413101177,"ILK","integrin linked kinase [Source:HGNC Symbol;Acc:HGNC:6040]"
"ENSG00000182196",-1.06131010400549,-0.0248902671179465,13.4829351050855,0.00164480307514258,0.0242691324999651,"ARL6IP4","ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]"
"ENSG00000164056",-1.09333440127637,-0.25716782801135,12.7693473389643,0.00205602388685818,0.0284544300178571,"SPRY1","sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]"
"ENSG00000182459",-1.4381062965808,-1.01565631062409,11.8397192903022,0.00277388177439157,0.0351592897686784,"TEX19","testis expressed 19 [Source:HGNC Symbol;Acc:HGNC:33802]"
