"","logFC","logCPM","F","PValue","FDR","geneName","fullGeneName"
"ENSG00000123358",6.59460405021098,9.71898608837935,8987.73943161666,1.18966948728412e-26,1.10813389136555e-22,"NR4A1","nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]"
"ENSG00000120738",5.09870860926777,8.89331564589337,8648.81276992516,1.70587113818588e-26,1.10813389136555e-22,"EGR1","early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]"
"ENSG00000119508",7.21700488885379,7.21285356501565,6559.82049260408,2.27642968795052e-25,9.85787396484704e-22,"NR4A3","nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982]"
"ENSG00000170345",4.45878856870831,8.20120041490038,6361.49578382545,3.03505971824108e-25,9.85787396484704e-22,"FOS","Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]"
"ENSG00000153234",3.50084207239525,7.62892467704631,5016.78821887901,2.80560229235863e-24,6.47192926865472e-21,"NR4A2","nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]"
"ENSG00000179388",3.0925179056528,8.49870974245817,4982.98970806549,2.9888835908196e-24,6.47192926865472e-21,"EGR3","early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]"
"ENSG00000162772",5.08226986513981,6.06586095793471,4840.52403839906,3.92131965898649e-24,7.27796928707893e-21,"ATF3","activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]"
"ENSG00000177606",3.61383440799495,8.68867529652135,4685.9990531782,5.31266229569297e-24,8.62776356820538e-21,"JUN","Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]"
"ENSG00000125740",7.71804101743683,7.63654999882771,3999.23846623899,2.34017864717844e-23,3.37817788712692e-20,"FOSB","FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]"
"ENSG00000159200",4.2350096366149,6.08780126603889,3445.60995632767,9.42505023803494e-23,1.2245025269255e-19,"RCAN1","regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]"
"ENSG00000160888",2.36718066214833,7.25690970973043,2690.10428602529,9.51240224884644e-22,1.12350118197284e-18,"IER2","immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]"
"ENSG00000122877",7.44568453721961,4.56400844855415,2561.6097647867,1.50188736968328e-21,1.62604339224376e-18,"EGR2","early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239]"
"ENSG00000108551",3.38631859219478,7.3977874225644,2001.99284280558,1.49438527487318e-20,1.49346565316556e-17,"RASD1","ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828]"
"ENSG00000120129",3.17218139760905,5.39523169969296,1711.36082637669,6.43161711369833e-20,5.96854068151205e-17,"DUSP1","dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]"
"ENSG00000118523",6.28770580364209,3.63915734017706,1693.18877963403,7.10270777203115e-20,6.15189195828192e-17,"CTGF","connective tissue growth factor [Source:HGNC Symbol;Acc:HGNC:2500]"
"ENSG00000144655",2.3892981890528,5.56313438163074,1646.60777802723,9.20531935765616e-20,7.33535305340095e-17,"CSRNP1","cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]"
"ENSG00000142871",3.17153146993647,5.46552458311458,1639.21789201378,9.59829140300309e-20,7.33535305340095e-17,"CYR61","cysteine rich angiogenic inducer 61 [Source:HGNC Symbol;Acc:HGNC:2654]"
"ENSG00000173334",2.02879492762983,6.32706755937032,1518.06440724087,1.95869973573961e-19,1.41374594259605e-16,"TRIB1","tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]"
"ENSG00000135625",7.08659505529438,4.20960382027162,1509.05733666867,2.06997463402819e-19,1.4154268655418e-16,"EGR4","early growth response 4 [Source:HGNC Symbol;Acc:HGNC:3241]"
"ENSG00000143384",1.47690425212992,9.77698446626604,1498.21756283312,2.21326478467818e-19,1.43773680412694e-16,"MCL1","MCL1, BCL2 family apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:6943]"
"ENSG00000164949",5.57815662616536,4.06063688627086,1374.0873123273,4.93816529823704e-19,3.05507826450931e-16,"GEM","GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]"
"ENSG00000128016",1.81019653791708,6.40612684256749,1150.12421875142,2.5663272313906e-18,1.48465815642078e-15,"ZFP36","ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]"
"ENSG00000171223",1.85949179308846,7.44213923033752,1147.16049161787,2.62832032001831e-18,1.48465815642078e-15,"JUNB","JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]"
"ENSG00000087074",2.3696617020019,4.67411646951943,1126.53878469579,3.10846217770091e-18,1.68271419219543e-15,"PPP1R15A","protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]"
"ENSG00000179094",2.81150454891323,5.13412346901573,1074.13511109834,4.8282697858116e-18,2.50915524229057e-15,"PER1","period circadian clock 1 [Source:HGNC Symbol;Acc:HGNC:8845]"
"ENSG00000139289",1.87148998686104,5.88631316922775,961.022680979205,1.34880290251195e-17,6.51074409211102e-15,"PHLDA1","pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]"
"ENSG00000185950",3.16616773175307,3.81197726171952,960.694077094908,1.35306412012775e-17,6.51074409211102e-15,"IRS2","insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]"
"ENSG00000062716",1.46686841459867,9.91641817047717,933.881478156804,1.7566039622936e-17,8.15064238504232e-15,"VMP1","vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]"
"ENSG00000261150",1.97675078543578,7.05435461841723,887.624283326949,2.80516389826826e-17,1.25671342642418e-14,"EPPK1","epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577]"
"ENSG00000075426",1.35503609522574,6.7022952348545,872.286629744224,3.29352789144593e-17,1.42631714552219e-14,"FOSL2","FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]"
"ENSG00000130513",2.13783302745527,6.01098020483304,779.738312799237,9.238009016932e-17,3.87161977896711e-14,"GDF15","growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]"
"ENSG00000120875",1.33879870559234,7.19751507542824,737.222806399189,1.54552721084324e-16,6.27484047602354e-14,"DUSP4","dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]"
"ENSG00000185022",3.24759053844342,3.39273250918204,732.693665740213,1.63539858343781e-16,6.43851466546182e-14,"MAFF","MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]"
"ENSG00000167604",1.95965910814129,4.58440427027835,716.844396730536,1.99850330409395e-16,7.63663380199665e-14,"NFKBID","NFKB inhibitor delta [Source:HGNC Symbol;Acc:HGNC:15671]"
"ENSG00000163660",1.10390059030028,7.47014229660431,664.541400613187,3.99964451714625e-16,1.48466804476469e-13,"CCNL1","cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]"
"ENSG00000130066",1.63082981178591,6.29133905437706,647.716976397373,5.05680548524892e-16,1.82494491289872e-13,"SAT1","spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]"
"ENSG00000153487",1.52300218496084,5.12022270217363,645.216471010255,5.23882248446828e-16,1.83953464103276e-13,"ING1","inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]"
"ENSG00000153443",1.37491112464469,6.20535999367782,601.57650232403,9.93135604422932e-16,3.39547836122703e-13,"UBALD1","UBA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29576]"
"ENSG00000146278",1.63357456567335,5.43542822694974,507.748985340921,4.64709759453315e-15,1.54807928072243e-12,"PNRC1","proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]"
"ENSG00000165997",1.16077346825022,7.58095925855824,500.268744074998,5.31699174011988e-15,1.72695891719094e-12,"ARL5B","ADP ribosylation factor like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052]"
"ENSG00000184545",1.5517623762402,5.11293287926385,481.370759539436,7.53816726618504e-15,2.38867973468966e-12,"DUSP8","dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]"
"ENSG00000136997",1.00924701474467,6.64278069016501,471.44701436431,9.10308679397668e-15,2.81588818160345e-12,"MYC","MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]"
"ENSG00000078804",2.34778356566127,3.38362713381562,443.019969642598,1.59734206225822e-14,4.73866169301578e-12,"TP53INP2","tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104]"
"ENSG00000137331",1.19822639644897,8.24135183328065,442.790225907424,1.60484232214204e-14,4.73866169301578e-12,"IER3","immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]"
"ENSG00000112658",1.02319178446782,6.79987397926101,438.682410074881,1.74574352373359e-14,5.04015552452152e-12,"SRF","serum response factor [Source:HGNC Symbol;Acc:HGNC:11291]"
"ENSG00000134107",1.08049450105857,7.37197495940538,434.195308231663,1.91549418626937e-14,5.41002184087209e-12,"BHLHE40","basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]"
"ENSG00000159176",0.824095136621324,8.21744889604032,424.972807890372,2.32478642606574e-14,6.42630324413747e-12,"CSRP1","cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]"
"ENSG00000055483",1.0160874599909,6.39464654229864,398.710014115592,4.12894163362899e-14,1.11756686883558e-11,"USP36","ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062]"
"ENSG00000136826",1.50396697127079,4.16396162811149,380.378798443593,6.30174879524826e-14,1.67086368056868e-11,"KLF4","Kruppel like factor 4 [Source:HGNC Symbol;Acc:HGNC:6348]"
