"","logFC","logCPM","F","PValue","FDR","geneName","fullGeneName"
"ENSG00000119938",-1.51815734546323,4.01522166842597,337.935290520267,1.81674977483627e-13,4.53907943743707e-11,"PPP1R3C","protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]"
"ENSG00000132825",-1.09340933029391,4.89975630811156,254.439898520979,2.24191150897563e-12,4.93676513976463e-10,"PPP1R3D","protein phosphatase 1 regulatory subunit 3D [Source:HGNC Symbol;Acc:HGNC:9294]"
"ENSG00000265972",-1.01291334139245,5.13421591236895,212.384503673656,1.0844563811209e-11,2.07194960345922e-09,"TXNIP","thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]"
"ENSG00000100664",-0.524132830949457,8.44800958012596,198.824012666054,1.91837250531585e-11,3.49232127176883e-09,"EIF5","eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]"
"ENSG00000145632",-0.563514418996893,7.18263269113531,176.818939272647,5.24781132689338e-11,8.41723021716034e-09,"PLK2","polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]"
"ENSG00000116273",-0.866498170675514,4.80709098152122,168.276943142293,8.00029951386472e-11,1.19471139407047e-08,"PHF13","PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]"
"ENSG00000198786",-0.489836164581247,11.686739716257,166.923228448342,8.56836497765245e-11,1.25078873920967e-08,"MT-ND5","mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 [Source:HGNC Symbol;Acc:HGNC:7461]"
"ENSG00000166189",-0.852036405523135,5.11912481744678,163.613325917988,1.01547732248641e-10,1.44870719691364e-08,"HPS6","HPS6, biogenesis of lysosomal organelles complex 2 subunit 3 [Source:HGNC Symbol;Acc:HGNC:18817]"
"ENSG00000175895",-0.609561980991526,6.20669782313967,160.808168498108,1.17558670924205e-10,1.62481090707156e-08,"PLEKHF2","pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]"
"ENSG00000168209",-1.24506858725328,4.55013443932981,131.511067516545,6.32886680908939e-10,7.54354473244856e-08,"DDIT4","DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]"
